	Site	Site_Main geographic region	Site_Country	Site_Province / Region	Site_Locality	Site_Latitude	Site_Longitude	Site_Site type	Site_description	Site_Quantity	Site_note	Individual	Individual_Archaeologist group	Individual_Archaeologist ID	Individual_Date	Individual_Datation method	Individual_Age	Individual_Gender	Individual_Linked individuals	Individual_description	Individual_Quantity	Individual_note	Skeleton Element	Skeleton Element_Storage	Skeleton Element_Exportation Permit Number	Skeleton Element_Bone type	Skeleton Element_Skeleton element	Skeleton Element_Archaeologist sample ID	Skeleton Element_Observation Drilling	Skeleton Element_Pictures Labelling	Skeleton Element_Observation Labelling	Skeleton Element_Pictures Drilling	Skeleton Element_description	Skeleton Element_Quantity	Skeleton Element_note	Extract	Extract_Storage	Extract_Date of drilling	Extract_Person in charge	Extract_Laboratory where processed	Extract_Extract Type	Extract_Conservation	Extract_Pathology description	Extract_Pathology	Extract_Taken for extraction	Extract_Extraction Comment	Extract_density UDG treatment (ng/uL)	Extract_Volume UDG treatment (uL)	Extract_mass UDG in Tube (ng)	Extract_Extracted	Extract_description	Extract_Quantity	Extract_note	Non Indexed Library	Non Indexed Library_Storage	Non Indexed Library_Person in charge	Non Indexed Library_Date of preparation	Non Indexed Library_Labroatory where prepared	Non Indexed Library_UDG treatment type	Non Indexed Library_SSB and Adapters dilution type	Non Indexed Library_Temporary UDG treated extract location	Non Indexed Library_Initial Volume (uL)	Non Indexed Library_Remaining Volume (uL)	Non Indexed Library_description	Non Indexed Library_Quantity	Non Indexed Library_note	Indexed Library	Indexed Library_Storage	Indexed Library_Person in charge	Indexed Library_Laboratory where processed	Indexed Library_Date of preparation	Indexed Library_qPCR	Indexed Library_number of Ct	Indexed Library_Date of qPCR	Indexed Library_qPCR Comment 	Indexed Library_Dual Unique Index ID	Indexed Library_Indexing PCR (# cycles)	Indexed Library_Density QC-1 nmol/L	Indexed Library_Number of QC performed	Indexed Library_Density QC-1 ng/uL	Indexed Library_QC-1 Elution Volume of Library (uL)	Indexed Library_QC-1 Average Read Length (bp)	Indexed Library_Library Profile	Indexed Library_QC-1 date	Indexed Library_Volume taken for indexing (uL)	Indexed Library_Indexing PCR date	Indexed Library_Sample well in library profile file	Indexed Library_description	Indexed Library_Quantity	Indexed Library_note
747	Calchaqui-Unknown	Calchaqui	Argentina	Catamarca	Santa Maria	-26.722294444444	-66.078111111111	nan	Nothing entered	1.0Unit	Updated from API	AR0116	Mariano del Papa	1598	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0116.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1598	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	Same as AR00113.1	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0116.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	may not contain any calculus at all, it seemed more like soil	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.003Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
748	Rawson-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Rawson	-43.3045	-65.405313888889	nan	Nothing entered	1.0Unit	Updated from API	AR0117	Mariano del Papa	1677	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0117.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1677	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0117.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
749	Rawson-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Rawson	-43.3045	-65.405313888889	nan	Nothing entered	1.0Unit	Updated from API	AR0118	Mariano del Papa	1691	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0118.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1691	none, see picture	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0118.1	nan	1.0Unit	Updated from API	AR0118.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	there is a lot but is very light	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0Gram	Nothing entered / actual weight reported: <0.004 / actual weight reported: <0.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
750	Rawson-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Rawson	-43.3045	-65.405313888889	nan	Nothing entered	1.0Unit	Updated from API	AR0119	Mariano del Papa	1699	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0119.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1699	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0119.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
751	Arroyo Fredes-Unknown	Delta del Paraná / Buenos Aires	Argentina	Buenos Aires	Arroyo Fredes	-34.055083333333	-58.615122222222	nan	Nothing entered	1.0Unit	Updated from API	AR0121	Mariano del Papa	6004	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0121.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	6004	see picture for seeing the colour	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0121.1	nan	1.0Unit	Updated from API	AR0121.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	red-ish colour on the surface	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.017Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
752	Arroyo Fredes-Unknown	Delta del Paraná / Buenos Aires	Argentina	Buenos Aires	Arroyo Fredes	-34.055083333333	-58.615122222222	nan	Nothing entered	1.0Unit	Updated from API	AR0122	Mariano del Papa	6007	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0122.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	6007	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0122.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	some red dirt or clay in bag but also calculus seem to be withred colour on it	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.017Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
753	Arroyo Fredes-Unknown	Delta del Paraná / Buenos Aires	Argentina	Buenos Aires	Arroyo Fredes	-34.055083333333	-58.615122222222	nan	Nothing entered	1.0Unit	Updated from API	AR0123	Mariano del Papa	6009	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0123.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	6009	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0123.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	some red dirt or clay in bag but also calculus seem to be withred colour on it	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.007Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
754	Gaiman-Unknown	Chubut	Argentina	Chubut	Gaiman	-43.294833333333	-65.490222222222	Hallazgo Casual	Nothing entered	1.0Unit	Updated from API	AR0124	Mariano del Papa	6055	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0124.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	6055	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0124.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
755	Isla Gama	Patagones / Buenos Aires	Argentina	Buenos Aires	San Blas	-40.452316666667	-62.146205555556	Cementery	Nothing entered	1.0Unit	Updated from API	AR0135	Mariano del Papa	6744	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0135.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	6744	none see picture	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0135.1	nan	1.0Unit	Updated from API	AR0135.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	none see picture	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.005Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
756	Cruz Del Eje-Unknown	Northern Córdoba	Argentina	Córdoba	Cruz del Eje	-30.718638888889	-64.827666666667	Hallazgo casual	Nothing entered	1.0Unit	Updated from API	AR0136	Mariano del Papa	7346	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0136.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	7346	none see picture	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0136.1	nan	1.0Unit	Updated from API	AR0136.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	it is a lot of material but not sure it's all calculus	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.075Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
757	Cruz Del Eje-Unknown	Northern Córdoba	Argentina	Córdoba	Cruz del Eje	-30.718638888889	-64.827666666667	Hallazgo casual	Nothing entered	1.0Unit	Updated from API	AR0137	Mariano del Papa	7392	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0137.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	7392	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0137.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.006Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
758	Cruz Del Eje-Unknown	Northern Córdoba	Argentina	Córdoba	Cruz del Eje	-30.718638888889	-64.827666666667	Hallazgo casual	Nothing entered	1.0Unit	Updated from API	AR0138	Mariano del Papa	7393	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0138.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	7393	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0138.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.003Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
759	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0023	Mariano del Papa	17740	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0023.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17740-1	bottom of the root looks translucent and empty compared to the top part	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0023/AR0023.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0023.1	nan	1.0Unit	Updated from API	AR0023.1.01	Tom Gilbert Freezer, bag A1 + A2, calculus extraction	2021-05-18	Maria Lopopolo	Hannes Schroeder	dental calculus	two little spots of calculus although some dark brownish line of stuff could be seen along the same like as calculus would be, collected all	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0Gram	Nothing entered / actual weight reported: <0.005 / actual weight reported: <0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
760	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0023	Mariano del Papa	17740	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0023.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17740-1	bottom of the root looks translucent and empty compared to the top part	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0023/AR0023.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0023.1	nan	1.0Unit	Updated from API	AR0023.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-18	Maria Lopopolo	Hannes Schroeder	root	hard to crush	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.072Gram	Nothing entered	AR0023.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-06	Copenhagen	partial	c5	not kept	50	30		3.5e-05Liter		AR0023.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-12	yes	9.16	2021-07-07	Set-up used (second denaturation was 15'') 3 cycles subtracted from qPCR suggestion (used wrong date on label,extraction date instead of prep day)	89	6	2.9257	1	0.5065	40	285		2021-07-15	20	2021-07-12	E12		3.5e-05Liter	
761	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0023	Mariano del Papa	17740	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0023.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17740-1	bottom of the root looks translucent and empty compared to the top part	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0023/AR0023.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0023.1	nan	1.0Unit	Updated from API	AR0023.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-18	Maria Lopopolo	Hannes Schroeder	root	hard to crush	Nothing entered	no	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.064Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
762	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0023	Mariano del Papa	17740	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0023.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17740-1	bottom of the root looks translucent and empty compared to the top part	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0023/AR0023.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0023.1	nan	1.0Unit	Updated from API	AR0023.1.04	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-05-18	Maria Lopopolo	Hannes Schroeder	pulp	took a very long time to collect, small tooth	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.029Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
763	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0023	Mariano del Papa	17740	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0023.2	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17740-2	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0023/AR0023.2	NA	NA	nan	1.0Unit	Updated from API	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
764	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0024	Mariano del Papa	17690	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0024.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17690-1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0024/AR0024.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0024.1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	1.0Unit	Updated from API	AR0024.1.01	Tom Gilbert Freezer, bag A1 + A2, calculus extraction	2021-05-19	Maria Lopopolo	Hannes Schroeder	dental calculus	dental calculus	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.0Gram	Nothing entered / actual weight reported: <0.002 / actual weight reported: <0.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
765	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0024	Mariano del Papa	17690	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0024.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17690-1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0024/AR0024.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0024.1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	1.0Unit	Updated from API	AR0024.1.02	Tom Gilbert Freezer, bag A1 + A2, root extraction	2021-05-19	Maria Lopopolo	Hannes Schroeder	root	sampled the white little abscess together with root, not ideal just for human but good if there are pathogens	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.162Gram	Nothing entered	AR0024.1.0200	Freezer 4, drawer 5, UDG-SCR libraries no... 2	Maria Lopopolo	2021-07-06	Copenhagen	partial	c4	not kept	50	30		3.5e-05Liter		AR0024.1.0201	Sequencing	Maria Lopopolo	Copenhagen	2021-07-12	yes	7	2021-07-07	Set-up used (second denaturation was 15'') 3 cycles subtracted from qPCR suggestion (used wrong date on label,extraction date instead of prep day)	91	4	4.6134	1	0.7222	40	257		2021-07-15	20	2021-07-12	F12		3.5e-05Liter	
766	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0024	Mariano del Papa	17690	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0024.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17690-1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0024/AR0024.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0024.1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	1.0Unit	Updated from API	AR0024.1.03	Tom Gilbert Freezer, bag A1 + A2, root back-up	2021-05-19	Maria Lopopolo	Hannes Schroeder	root	took white abscess	Nothing entered	yes	no	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.169Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
767	Pampa Grande	Salta	Argentina	Salta	Guachipas	-27.266666666667	-66.9	nan	Nothing entered	1.0Unit	Updated from API	AR0024	Mariano del Papa	17690	1310±40AP	C14	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0024.1	In Copenhagen	/pasteur/entites/metapaleo/Research/ERC-project/Samples/ExportPermits/MarianoDelPapa/EX-2020-83413254	Tooth	Tooth	17690-1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa//EX-2020-83413254/AR0024/AR0024.1	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0024.1	the crown broke in two pieces upon slight touch with drill, very difficult to collect pulp, will try with diamond tip later	1.0Unit	Updated from API	AR0024.1.04	Tom Gilbert Freezer, bag A1 + A2, pulp extraction	2021-06-07	Maria Lopopolo	Hannes Schroeder	pulp	was originally broken but broke in more pieces upon drilling	Nothing entered	yes	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.052Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
